  0.29862195544410497        9.6783542467164807E-002   2.9446882486809045E-002   8.9428194332867861E-003   9.8106915116659366E-002   5.9439018024022516E-002   1.2445869957446121E-002   6.7216767929494381E-003   3.4913687119114911E-002   3.0061282947826840E-002   1.3984876286940562E-002   5.8770353498402983E-003   1.1688885118928738E-002   1.2187060339783784E-002   7.2004079993348569E-003   3.1715440563857555E-003
   9.7243910888209939E-002  0.32864298406275338        9.8529069568030536E-002   2.9245967976748943E-002   6.1619236868864391E-002  0.11887803604804503        3.6490670754574239E-002   1.9742482676520012E-002   3.0434080792474560E-002   4.9002438768866341E-002   2.7969752573881124E-002   1.3493083781213500E-002   1.2015167390927672E-002   1.8314160566660576E-002   1.3136003253748640E-002   6.3430881127715111E-003
   3.4895380551461130E-002  0.10875688056694344       0.32841505302349105        9.6593396971002221E-002   3.1566083096549846E-002   7.2410711686188733E-002  0.10903151321690530        5.8719116845168173E-002   1.9970138600911014E-002   3.9620959340936679E-002   4.9683640817647756E-002   2.9970293675432913E-002   9.0686141920741647E-003   1.6940158544457518E-002   1.9446162870735861E-002   1.2170174857601523E-002
   1.1771116405725479E-002   3.5080740915873321E-002   9.7445228791912086E-002  0.29845232702791691        1.3039642024523346E-002   3.1173041905276477E-002   5.6458865619788412E-002   9.7445228791912086E-002   9.2808332265121862E-003   2.0310643164975772E-002   3.1173041905276477E-002   3.5080740915873321E-002   4.5022730482742190E-003   9.2808332265121862E-003   1.3039642024523346E-002   1.1771116405725479E-002
   9.7243910888209939E-002   5.8946337339875754E-002   1.9742482676520012E-002   6.5253097563982010E-003  0.33131588359174202       0.11887803604804503        1.3764043975243112E-002   7.6225624507060274E-003  0.10922066768398508        7.1729509637407318E-002   2.7969752573881124E-002   1.0463103724760003E-002   3.4740373084787279E-002   3.0434080792474560E-002   1.6165983310202137E-002   6.3430881127715111E-003
   5.6263579172082245E-002  0.10903151321690530        3.6254342761822045E-002   1.2251313542947173E-002  0.11680394926224835       0.34433696022188087        2.4485299843945540E-002   1.3529137067962438E-002   6.7681723994610365E-002  0.12632751278670185        4.8882818484798918E-002   1.8125006099580787E-002   2.7990742048132233E-002   4.4955097215279238E-002   2.5897442144923843E-002   1.0813167784363031E-002
   3.0566494911909103E-002   7.2150083498854656E-002  0.11859763789107092        5.8675292879343033E-002   5.2542084122251254E-002  0.13959176879143342       0.34406324174779002       0.11859763789107092        4.0165640384657308E-002   9.0075455659643922E-002  0.13959176879143342        7.2150083498854656E-002   1.9757016329094768E-002   4.0165640384657308E-002   5.2542084122251254E-002   3.0566494911909103E-002
   1.2835539353545755E-002   3.1566083096549846E-002   6.1365862144157290E-002   9.7894424805417657E-002   2.0592485001543537E-002   5.2830988306141080E-002  0.11680394926224835       0.33106179832248017        1.7822839097789256E-002   4.1621613318966411E-002   7.5558059174682057E-002  0.11035266998806037        9.4930522609502077E-003   2.0852819154242752E-002   3.2712405227357522E-002   3.5560745047405362E-002
   3.4895380551461130E-002   2.9970293675432913E-002   1.3268705457448959E-002   5.6925741955637932E-003  0.11035266998806037        7.2410711686188733E-002   1.8125006099580787E-002   1.0239435941912234E-002  0.33512003888245090       0.13052924281510059        4.9683640817647756E-002   1.7850373449618928E-002   9.9975121309398673E-002   6.5423392159573268E-002   3.1566083096549846E-002   1.2170174857601523E-002
   3.0566494911909103E-002   4.9423456719523529E-002   2.7691130773746409E-002   1.3233976438641548E-002   7.5268710901582381E-002  0.13959176879143342        4.8609988189127762E-002   2.7691130773746409E-002  0.13107214750198182       0.38552959739672588       0.13959176879143342        4.9423456719523529E-002   6.5207427716813982E-002  0.13107214750198182        7.5268710901582381E-002   3.0566494911909103E-002
   1.9785520504228771E-002   3.9245857115020044E-002   4.8355293634813279E-002   2.9522192431613803E-002   4.1205819128663279E-002   9.0075455659643922E-002  0.12593220466806088        7.1080499328672886E-002   5.6761868418107042E-002  0.15273173719197075       0.38552959739672588       0.13015236423234455        3.3778872268158011E-002   7.9488495197438169E-002  0.13211232624598779        6.5235931891947985E-002
   9.0045460965484381E-003   1.9970138600911014E-002   3.0434080792474560E-002   3.4450079314410686E-002   1.7822839097789256E-002   4.0559142527854419E-002   6.7681723994610365E-002  0.10922066768398508        2.1844882779987529E-002   5.7103985353705866E-002  0.13146742600201833       0.33512003888245090        1.3712919666431844E-002   3.3964803005801514E-002   6.6306072712905006E-002   9.9905368871986866E-002
   1.1771116405725479E-002   1.2354114136542194E-002   6.5387216745875776E-003   3.0110105872154236E-003   3.5766268803854473E-002   3.1173041905276477E-002   1.1005612061126158E-002   6.5387216745875776E-003  0.10018734034383669        6.5764784902057727E-002   3.1173041905276477E-002   1.2354114136542194E-002  0.29995268443599343       0.10018734034383669        3.5766268803854473E-002   1.1771116405725479E-002
   1.2835539353545755E-002   1.9446162870735861E-002   1.2886181240901351E-002   6.9936020299792290E-003   3.2712405227357522E-002   5.2830988306141080E-002   2.5897442144923843E-002   1.5915450756438076E-002   6.6306072712905006E-002  0.13252989679313032        7.5558059174682057E-002   3.1566083096549846E-002  0.10039955937827472       0.33600271943578264       0.11149899211886805        3.5560745047405362E-002
   9.0045460965484381E-003   1.6940158544457518E-002   1.8314160566660576E-002   1.1729421094059944E-002   2.0852819154242752E-002   4.0559142527854419E-002   4.4955097215279238E-002   3.0434080792474560E-002   3.3964803005801514E-002   7.9831056222246843E-002  0.13146742600201833        6.5423392159573268E-002   3.6438125360291451E-002  0.11275138989731204       0.33600271943578264        9.9905368871986866E-002
   4.5022730482742190E-003   9.0686141920741647E-003   1.2015167390927672E-002   1.1544875102117658E-002   9.4930522609502077E-003   2.0279571263927210E-002   2.7990742048132233E-002   3.4740373084787279E-002   1.3952421446447261E-002   3.4062590903886303E-002   6.5733713001009164E-002   9.9975121309398673E-002   1.2537761256680824E-002   3.6679048225778388E-002  0.10039955937827472       0.29995268443599343     
